CORSO OSINT - MALTEGO & SOCIAL NETWORK 2* GIORNO,2021-06-01 06:00:00+00:00,2021-06-01 17:00:00+00:00,"<b>2 giorno - Corso Osint con Paterva Maltego con Antonio Broi.</b><br><b><br></b><br><b>Sei stato invitato a una riunione di Microsoft Teams</b><br><br>Puoi partecipare dal computer o dall'app per dispositivi mobili<br><a href=""https://teams.live.com/meet/94902946890365"">Fai clic qui per accedere alla riunione</a>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/gyq-mout-sve

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
Corso Osint con Paterva Maltego 3° giorno,2021-06-10 06:00:00+00:00,2021-06-10 17:00:00+00:00,"<b>&nbsp;3° giorno&nbsp;</b><b>Corso Osint &nbsp;Paterva Maltego con Antonio Broi</b><br><br><b><br></b><br><b>Sei stato invitato a una riunione di Microsoft Teams</b><br><br>Puoi partecipare dal computer o dall'app per dispositivi mobili<br><a href=""https://teams.live.com/meet/94960764190868"">Fai clic qui per accedere alla riunione</a>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/oxk-sufx-moi

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
Richiamo vaccinazione,2021-05-27,2021-05-28,,
HackInBo Spring 2021 - LAB Edition - 16° Edizione,2021-05-29 07:30:00+00:00,2021-05-29 15:00:00+00:00,"For details, go here:
https://www.eventbrite.it/e/biglietti-hackinbo-spring-2021-lab-edition-16-edizione-152870017337

To access the online event page, go here:
https://www.eventbrite.it/x/biglietti-hackinbo-spring-2021-lab-edition-16-edizione-152870017337",
Osint Italia Tsurugi-Linux,2021-06-28,2021-06-29,,
HackInBo Winter Edition 2021 - 17esima Edizione,2021-11-06 08:30:00+00:00,2021-11-06 16:00:00+00:00,"HackInBo® torna IN PRESENZA con la 17esima edizione!

Aggiornamenti in questa pagina e sul sito ufficiale www.hackinbo.it

Stay Tuned!!!
https://www.linkedin.com/events/hackinbowinteredition2021-17esi6810142940657254400",
HackInBo Winter Edition 2021 - 17esima Edizione,2021-11-06,2021-11-07,"HackInBo® torna IN PRESENZA con la 17esima edizione!

Aggiornamenti in questa pagina e sul sito ufficiale www.hackinbo.it

Stay Tuned!!!
https://www.linkedin.com/events/hackinbowinteredition2021-17esi6810142940657254400",
Riunione Col Ranieri capo pattuglia GICO,2021-10-28,2021-10-29,,
Cambio gomme Kia Rio 16.30,2021-11-09 15:00:00+00:00,2021-11-09 16:00:00+00:00,,
Cambio gomme Seat 16.00,2021-11-10 14:00:00+00:00,2021-11-10 15:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/gpz-domm-dzz

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
Assemblea condominiale,2021-11-23 17:00:00+00:00,2021-11-23 18:00:00+00:00,,
Pulizia Caldaia Immergas H0900/0830,2021-12-04 07:00:00+00:00,2021-12-04 08:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/pxi-javh-upg

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
Tampone per contatti stretti,2021-11-17 11:55:00+00:00,2021-11-17 12:00:00+00:00,,
Tampone per contatti stretti,2021-11-17 11:50:00+00:00,2021-11-17 11:55:00+00:00,,
Tampone per contatti stretti,2021-11-17 12:05:00+00:00,2021-11-17 12:10:00+00:00,,
Vaccino terza dose hub Cicogna 14.40,2021-12-14 12:30:00+00:00,2021-12-14 13:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/ixy-qafg-bvg

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",La cicogna di San lazzaro
Esame Lella Via s.isaia 94 08.54,2021-12-28 06:00:00+00:00,2021-12-28 07:00:00+00:00,,
Intervento Magg Lisa I GTE,2021-11-04 06:00:00+00:00,2021-11-04 09:45:00+00:00,,
SAVE THE DATE - OSINT + Maltego/SocialNet training (Soft Strategy / docente Antonio Broi),2021-05-31,2021-06-02,"________________________________________________________________________________
Riunione di Microsoft Teams
Partecipa tramite computer o app per dispositivi mobili
Fai clic qui per partecipare alla riunione<https://teams.microsoft.com/l/meetup-join/19%3ameeting_YTQxYzQ0ZjgtN2E1Ni00Yzg5LTkyMjItMzVlNmM0OWU0MzZh%40thread.v2/0?context=%7b%22Tid%22%3a%228b0a80ae-b7d7-4542-9b6f-a8eb403f9b21%22%2c%22Oid%22%3a%227375f973-ddae-46fe-83da-213139a3d9a7%22%7d>
In alternativa, partecipa tramite chiamata (solo audio)
+39 02 0069 9576,,158602042#<tel:+390200699576,,158602042#>   Italy, Milano
ID conferenza telefonica: 158 602 042#
Trova un numero locale<https://dialin.teams.microsoft.com/1c8f6b58-be25-4e8d-ac41-ff4e7b41b3e2?id=158602042> | Reimposta PIN<https://mysettings.lync.com/pstnconferencing>
Altre informazioni<https://aka.ms/JoinTeamsMeeting> | Opzioni riunione<https://teams.microsoft.com/meetingOptions/?organizerId=7375f973-ddae-46fe-83da-213139a3d9a7&tenantId=8b0a80ae-b7d7-4542-9b6f-a8eb403f9b21&threadId=19_meeting_YTQxYzQ0ZjgtN2E1Ni00Yzg5LTkyMjItMzVlNmM0OWU0MzZh@thread.v2&messageId=0&language=it-IT>
________________________________________________________________________________",
Conference con Antonio,2021-05-28 07:30:00+00:00,2021-05-28 08:00:00+00:00,"________________________________________________________________________________
Riunione di Microsoft Teams
Partecipa tramite computer o app per dispositivi mobili
Fai clic qui per partecipare alla riunione<https://teams.microsoft.com/l/meetup-join/19%3ameeting_YWI0MDhiMzAtZTI5Ny00MTg3LThmMWUtZWEzOTRjZDE3YTI5%40thread.v2/0?context=%7b%22Tid%22%3a%228b0a80ae-b7d7-4542-9b6f-a8eb403f9b21%22%2c%22Oid%22%3a%227375f973-ddae-46fe-83da-213139a3d9a7%22%7d>
In alternativa, partecipa tramite chiamata (solo audio)
+39 02 0069 9576,,669383349#<tel:+390200699576,,669383349#>   Italy, Milano
ID conferenza telefonica: 669 383 349#
Trova un numero locale<https://dialin.teams.microsoft.com/1c8f6b58-be25-4e8d-ac41-ff4e7b41b3e2?id=669383349> | Reimposta PIN<https://mysettings.lync.com/pstnconferencing>
Altre informazioni<https://aka.ms/JoinTeamsMeeting> | Opzioni riunione<https://teams.microsoft.com/meetingOptions/?organizerId=7375f973-ddae-46fe-83da-213139a3d9a7&tenantId=8b0a80ae-b7d7-4542-9b6f-a8eb403f9b21&threadId=19_meeting_YWI0MDhiMzAtZTI5Ny00MTg3LThmMWUtZWEzOTRjZDE3YTI5@thread.v2&messageId=0&language=it-IT>
________________________________________________________________________________",
"SAVE THE ""EXTRA"" DATE - OSINT + Maltego/SocialNet training  (Soft Strategy / docente Antonio Broi)",2021-07-09 06:00:00+00:00,2021-07-09 12:00:00+00:00,"Buongiorno a tutte/i

Questo il calendar per la seconda e conclusiva data extra di formazione.

L’orario di inizio effettivo sarà lo stesso delle precedenti date.

Buona continuazione
F

________________________________________________________________________________
Riunione di Microsoft Teams
Partecipa tramite computer o app per dispositivi mobili
Fai clic qui per partecipare alla riunione<https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZTM4MWY4MDItNzEyNS00MzViLThiOGUtYjEzMTJjOGU5MjUy%40thread.v2/0?context=%7b%22Tid%22%3a%228b0a80ae-b7d7-4542-9b6f-a8eb403f9b21%22%2c%22Oid%22%3a%227375f973-ddae-46fe-83da-213139a3d9a7%22%7d>
In alternativa, partecipa tramite chiamata (solo audio)
+39 02 0069 9576,,283272029#<tel:+390200699576,,283272029#>   Italy, Milano
ID conferenza telefonica: 283 272 029#
Trova un numero locale<https://dialin.teams.microsoft.com/1c8f6b58-be25-4e8d-ac41-ff4e7b41b3e2?id=283272029> | Reimposta PIN<https://mysettings.lync.com/pstnconferencing>
Altre informazioni<https://aka.ms/JoinTeamsMeeting> | Opzioni riunione<https://teams.microsoft.com/meetingOptions/?organizerId=7375f973-ddae-46fe-83da-213139a3d9a7&tenantId=8b0a80ae-b7d7-4542-9b6f-a8eb403f9b21&threadId=19_meeting_ZTM4MWY4MDItNzEyNS00MzViLThiOGUtYjEzMTJjOGU5MjUy@thread.v2&messageId=0&language=it-IT>
________________________________________________________________________________",
SAVE THE DATE - OSINT Anti-Terrorismo a Bolzano,2021-06-24,2021-06-26,,
"HackInBo Spring 2021 ""LAB Edition""",2021-05-29 07:30:00+00:00,2021-05-29 15:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DNDEczJ7qntgzkVpT-ZFsiv4XPZR65So9g",https://www.linkedin.com/events/hackinbospringedition20216732305147050938368
HackInBo Winter 2021 - 17° Edizione,2021-11-06 09:30:00+00:00,2021-11-06 16:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DMTeEiPCii8-YpqlRcGtBa6eA6xZD8UBPs","Online: 
https://www.eventbrite.it/x/biglietti-hackinbo-winter-2021-17-edizione-181767751237"
HackInBo Winter Edition 2021 - 17esima Edizione,2021-11-06 08:30:00+00:00,2021-11-06 16:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DNLkC9Ukm6GMTXNQngYLwfts1aF7L_ZEPs",https://www.linkedin.com/events/hackinbowinteredition2021-17esi6810142940657254400
"SAVE THE ""EXTRA"" DATE - OSINT + Maltego/SocialNet training (Soft Strategy / docente Antonio Broi)",2021-07-05 06:00:00+00:00,2021-07-05 12:00:00+00:00,"Buongiorno a tutte/i

Come d’accordo con Francesco Rumiano, il 5 mattina sarà svolta una mattinata extra di formazione.
Una seconda e conclusiva data extra sarà il 9 mattina.

L’orario di inizio effettivo sarà lo stesso delle precedenti date.

Buona continuazione
F

________________________________________________________________________________
Riunione di Microsoft Teams
Partecipa tramite computer o app per dispositivi mobili
Fai clic qui per partecipare alla riunione<https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZjY3OGFmZjMtMjU5My00NWUwLWFjNWMtN2ZhMGU2MTBhMTdm%40thread.v2/0?context=%7b%22Tid%22%3a%228b0a80ae-b7d7-4542-9b6f-a8eb403f9b21%22%2c%22Oid%22%3a%227375f973-ddae-46fe-83da-213139a3d9a7%22%7d>
In alternativa, partecipa tramite chiamata (solo audio)
+39 02 0069 9576,,411481957#<tel:+390200699576,,411481957#>   Italy, Milano
ID conferenza telefonica: 411 481 957#
Trova un numero locale<https://dialin.teams.microsoft.com/1c8f6b58-be25-4e8d-ac41-ff4e7b41b3e2?id=411481957> | Reimposta PIN<https://mysettings.lync.com/pstnconferencing>
Altre informazioni<https://aka.ms/JoinTeamsMeeting> | Opzioni riunione<https://teams.microsoft.com/meetingOptions/?organizerId=7375f973-ddae-46fe-83da-213139a3d9a7&tenantId=8b0a80ae-b7d7-4542-9b6f-a8eb403f9b21&threadId=19_meeting_ZjY3OGFmZjMtMjU5My00NWUwLWFjNWMtN2ZhMGU2MTBhMTdm@thread.v2&messageId=0&language=it-IT>
________________________________________________________________________________",
Conference con Antonio,2021-05-21 15:00:00+00:00,2021-05-21 16:00:00+00:00,"Ci vediamo Venerdi prossimo 21 Maggio 2021 dalle h. 05.00 PM ALLE 06.00 PM.
Test su docenza.
clicca qui per la chat:
https://meet.google.com/rtp-ponk-dba",
Cryptocurrency Mining Botnet Investigation: Visualize Active C2 Servers,2021-05-12 18:00:00+00:00,2021-05-12 19:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOnmqQQ9EX3Dx2WpPxbw5RDVvryr0YrXS8",https://www.linkedin.com/events/cryptocurrencyminingbotnetinves6790630813122772992
Check per ultima data CORSO GUCCI,2021-06-17 13:00:00+00:00,2021-06-17 13:30:00+00:00,"________________________________________________________________________________
Riunione di Microsoft Teams
Partecipa tramite computer o app per dispositivi mobili
Fai clic qui per partecipare alla riunione<https://teams.microsoft.com/l/meetup-join/19%3ameeting_NWEwMjFjNTYtNjU0NS00YTA2LTljYTMtNGZmZGQyYjFmNmI4%40thread.v2/0?context=%7b%22Tid%22%3a%228b0a80ae-b7d7-4542-9b6f-a8eb403f9b21%22%2c%22Oid%22%3a%227375f973-ddae-46fe-83da-213139a3d9a7%22%7d>
In alternativa, partecipa tramite chiamata (solo audio)
+39 02 0069 9576,,601488748#<tel:+390200699576,,601488748#>   Italy, Milano
ID conferenza telefonica: 601 488 748#
Trova un numero locale<https://dialin.teams.microsoft.com/1c8f6b58-be25-4e8d-ac41-ff4e7b41b3e2?id=601488748> | Reimposta PIN<https://mysettings.lync.com/pstnconferencing>
Altre informazioni<https://aka.ms/JoinTeamsMeeting> | Opzioni riunione<https://teams.microsoft.com/meetingOptions/?organizerId=7375f973-ddae-46fe-83da-213139a3d9a7&tenantId=8b0a80ae-b7d7-4542-9b6f-a8eb403f9b21&threadId=19_meeting_NWEwMjFjNTYtNjU0NS00YTA2LTljYTMtNGZmZGQyYjFmNmI4@thread.v2&messageId=0&language=it-IT>
________________________________________________________________________________",
Check corso OSINT GUCCI e OSINT Anti-Terrorismo BZ,2021-06-21 07:30:00+00:00,2021-06-21 08:30:00+00:00,"________________________________________________________________________________
Riunione di Microsoft Teams
Partecipa tramite computer o app per dispositivi mobili
Fai clic qui per partecipare alla riunione<https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZmJhZDBiZGItOTkwZC00OTI5LWI3MDAtN2VjMjc0MGFiZTM4%40thread.v2/0?context=%7b%22Tid%22%3a%228b0a80ae-b7d7-4542-9b6f-a8eb403f9b21%22%2c%22Oid%22%3a%227375f973-ddae-46fe-83da-213139a3d9a7%22%7d>
In alternativa, partecipa tramite chiamata (solo audio)
+39 02 0069 9576,,577335819#<tel:+390200699576,,577335819#>   Italy, Milano
ID conferenza telefonica: 577 335 819#
Trova un numero locale<https://dialin.teams.microsoft.com/1c8f6b58-be25-4e8d-ac41-ff4e7b41b3e2?id=577335819> | Reimposta PIN<https://mysettings.lync.com/pstnconferencing>
Altre informazioni<https://aka.ms/JoinTeamsMeeting> | Opzioni riunione<https://teams.microsoft.com/meetingOptions/?organizerId=7375f973-ddae-46fe-83da-213139a3d9a7&tenantId=8b0a80ae-b7d7-4542-9b6f-a8eb403f9b21&threadId=19_meeting_ZmJhZDBiZGItOTkwZC00OTI5LWI3MDAtN2VjMjc0MGFiZTM4@thread.v2&messageId=0&language=it-IT>
________________________________________________________________________________",
Stay at Hotel Ristorante Lewald,2021-06-23,2021-06-26,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOq1_UhuEp-ZMLkGyNVtRSsLVqTr3kcl3g","Hotel Ristorante Lewald, Bolzano"
You4b,2021-07-19 19:30:00+00:00,2021-07-19 20:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/grs-ouqc-jbx

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
"HackInBo ""Business Edition"" Winter 2021",2021-11-05 07:30:00+00:00,2021-11-05 16:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPNjqh1ONMK4eLwknZuLqmaxXC3gwAmHzc",https://www.linkedin.com/events/hackinbobusinesseditionspring206734872924920045568
HackInBo Spring Edition 2022 - 18° Edizione,2022-05-28 07:00:00+00:00,2022-05-28 15:00:00+00:00,"HackInBo torna IN PRESENZA con la sua 18° Edizione!

Aggiornamenti in progress","Bologna, Emilia Romagna, IT"
HackInBo® Spring Edition 2022 - 18° Edizione,2022-05-28 07:00:00+00:00,2022-05-28 15:00:00+00:00,"HackInBo® torna IN PRESENZA con la 18° Edizione!

Biglietti disponibili da Aprile 2022

Tante novità in arrivo. Pagina in continuo aggiornamento.","FICO Eataly World, Via Paolo Canali, 8, Bologna, BO, IT"
Lella Villa Chiara risonanza magnetica  Via Porrettana 170 Casalecchio,2022-01-11 16:30:00+00:00,2022-01-11 17:30:00+00:00,,
Lella Via Irnerio Visita,2022-01-26 09:30:00+00:00,2022-01-26 10:30:00+00:00,,
Pulizia Caldaia h 16.15 Imme gas,2022-02-02 14:00:00+00:00,2022-02-02 15:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/mah-myow-yvq

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
Molecolare Parco Nord 13.15,2022-01-13 11:00:00+00:00,2022-01-13 12:00:00+00:00,,
"Tagliando Kia ho ,07.45 ritiro 16.45 riconsegna",2022-03-09 06:30:00+00:00,2022-03-09 15:30:00+00:00,,
Seminario con Luca L'odio su Intella,2022-03-17 07:00:00+00:00,2022-03-17 08:00:00+00:00,,
Incontro con Comandante e capi pattuglia  sala T2 10-12,2022-03-24 08:00:00+00:00,2022-03-24 09:00:00+00:00,,
Incontro Col Ranieri T1 capi pattuglia Osint,2022-04-01 07:00:00+00:00,2022-04-01 10:15:00+00:00,,
Carrozzeria Zanardi Castelmaggiore Samuel 6 Aprile 0830,2022-04-05 05:00:00+00:00,2022-04-06 06:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/pza-itvh-cnr

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
"""HackInBo - Sicurezza all'ombra delle Torri"" Spring Edition 2022 - 18° Ed.",2022-05-28 07:30:00+00:00,2022-05-28 14:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DMjT0lrmbPEwY6nY4amWV60ZEKNY_M2btI","FICO Eataly World, Via paolo Canali 840127 Bologna, Bologna, Emilia-Romagna, IT, 40127"
"""HackInBo - Sicurezza all'ombra delle Torri"" Spring Edition 2022 - 18° Ed.",2022-05-28 05:45:00+00:00,2022-05-28 12:45:00+00:00,"For details, go here:
https://www.eventbrite.it/e/biglietti-hackinbo-sicurezza-allombra-delle-torri-spring-edition-2022-18-ed-293397538937",FICO Eataly World - Via paolo Canali 8 - 40127 -  Bologna - Italy
Trasloco Cicchetti il 23,2022-04-22 10:00:00+00:00,2022-04-22 11:00:00+00:00,,
Piazza Grande 1400 1500,2022-05-06 10:00:00+00:00,2022-05-06 11:00:00+00:00,,
Docenza Overnet,2022-04-27 04:30:00+00:00,2022-04-28 05:30:00+00:00,,
OEC253 - OSINT - Investigazioni nel dark web e su crittovalute,2022-04-27 09:30:00+02:00,2022-04-27 17:30:00+02:00,"ACCEDI A RIUNIONE WEBEX
https://overneteducation.my.webex.com/overneteducation.my-it/j.php?MTID=m774024559f26275f2335bac34bf4de84
Numero riunione (codice di accesso): 2372 225 0019

Password riunione: bPxiYYtM572 (27949986 da telefoni e sistemi video)



TOCCARE PER ACCEDERE DA UN DISPOSITIVO MOBILE (SOLO PARTECIPANTI)
+1-650-215-5226,,23722250019#27949986# tel:%2B1-650-215-5226,,*01*23722250019%2327949986%23*01* United States Toll
Alcuni dispositivi mobili potrebbero richiedere ai partecipanti di inserire una password numerica.


ACCEDI PER TELEFONO
+1-650-215-5226 United States Toll

Numeri di chiamate in ingresso globali
https://overneteducation.my.webex.com/overneteducation.my/globalcallin.php?MTID=m455478e55e4bf011821e62a985fdf45e


ACCEDI TRAMITE SISTEMA VIDEO, APPLICAZIONE O SKYPE FOR BUSINESS
Chiama sip:23722250019@webex.com
È possibile anche chiamare 62.109.219.4 e immettere il numero della riunione.





Impossibile partecipare alla riunione?
https://collaborationhelp.cisco.com/article/WBX000029055


AVVISO IMPORTANTE: Tenere presente che questo servizio Webex consente l'invio di audio e altre informazioni per la registrazione durante la sessione, che possono essere utili in caso di problemi legali. La partecipazione alla riunione implica il consenso automatico a queste registrazioni. Se non si autorizza la registrazione, discutere i propri dubbi con l'organizzatore o non partecipare alla sessione.",https://overneteducation.my.webex.com/overneteducation.my-it/j.php?MTID=m774024559f26275f2335bac34bf4de84
Gtmc Padova ha 0500 partrnza,2022-05-04 02:00:00+00:00,2022-05-04 03:00:00+00:00,,
Piazza Grande ho 1200,2022-05-02 09:30:00+00:00,2022-05-02 10:30:00+00:00,,
Riunione GTMBS,2022-05-05 06:00:00+00:00,2022-05-05 08:00:00+00:00,,
Partenza Milano GTMBS 11 e perquisa il 12,2022-05-11 06:00:00+00:00,2022-05-11 07:00:00+00:00,,
Cambio gomme Pneus Sport Mirko 10.30,2022-05-18 06:00:00+00:00,2022-05-18 07:00:00+00:00,,
Cambio gomme Pneus Sport 10.30,2022-05-19 06:00:00+00:00,2022-05-19 07:00:00+00:00,,
Imola,2022-05-10 04:00:00+00:00,2022-05-10 05:00:00+00:00,,
Milano GTMBS,2022-05-12 04:00:00+00:00,2022-05-12 05:00:00+00:00,,
Chiamare mirko Pnews Sport chiedere x gomme Dacia 700€,2022-05-26 06:00:00+00:00,2022-05-26 07:00:00+00:00,,
T.Col Ranieri Riunione ho 09.30,2022-07-18 11:00:00+00:00,2022-07-18 12:00:00+00:00,,
Processo Milano,2022-07-06 06:00:00+00:00,2022-07-06 07:00:00+00:00,,
Hackinbo bussiness,2022-12-02 10:00:00+00:00,2022-12-02 11:00:00+00:00,,
Hackinbo,2022-12-03 10:00:00+00:00,2022-12-03 11:00:00+00:00,,
1 rata TA.RI,2022-06-30 07:00:00+00:00,2022-06-30 08:00:00+00:00,,
Seconda rata TA.RI,2022-12-01 08:00:00+00:00,2022-12-01 09:00:00+00:00,,
L’Open Source Intelligence (Osint) nel contrasto alle fake news,2022-06-06 17:30:00+00:00,2022-06-06 18:00:00+00:00,"Il web rappresenta ormai una fonte formidabile di accrescimento del sapere, un mezzo per la consultazione a fini informativi ovvero anche soltanto una fonte di svago.
Nel nuovo mondo della conoscenza digitale, complice la formidabile rapidità di riscontro, riponiamo la speranza di ricevere una pronta risposta a tutti i nostri interrogativi.
L’affidabilità nelle informazioni che assumiamo diventa un elemento cruciale in un tempo in cui disinformazione e fake news sono in agguato anche come strumento di guerra ibrida.
In tale contesto, un ruolo determinate può darlo l’Open Source Intelligence, meglio noto come Osint, dalla cui esperienza possiamo trarre spunti e buone pratiche da utilizzare anche nella vita quotidiana.
Ne parliamo con Antonio Rossi di OsintItalia.",
L’Open Source Intelligence (Osint) nel contrasto alle fake news,2022-06-06 17:30:00+00:00,2022-06-06 18:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DP_8kxTk_yW3iiuzOs_RyhhByvZ1VUIdsE",https://www.linkedin.com/events/l-opensourceintelligence-osint-6935579656221802496
Stay at Hotel Salis,2022-07-08,2022-07-10,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOK33eymu0tqMzT4q6JFhERqpO-bsDwPA4","Hotel Salis, Roma"
"Viaggio Bologna Centrale-Roma Termini, Treno Frecciarossa 9405, Carr 6, Posti 1D, PNR QGMJ9N,",2022-07-08 07:02:00+00:00,2022-07-08 09:22:00+00:00,"Bologna Centrale-Roma Termini;Treno: Frecciarossa 9405, partenza da Bologna Centrale Ore: 09:02; arrivo a Roma Termini Ore: 11:22 Carrozza 6, Posti 1D; codice pnr QGMJ9N",Bologna Centrale
"Viaggio Roma Termini-Napoli Centrale, Treno Frecciarossa 9503, Carr 1, Posti 14D, PNR QH6FEN,",2022-07-09 06:00:00+00:00,2022-07-09 07:13:00+00:00,"Roma Termini-Napoli Centrale;Treno: Frecciarossa 9503, partenza da Roma Termini Ore: 08:00; arrivo a Napoli Centrale Ore: 09:13 Carrozza 1, Posti 14D; codice pnr QH6FEN",Roma Termini
